day,Malaysia,Singapore,Indonesia,Brunei,Thailand,Philippines
696,2711764,275384,4260148,15385,2185497,2837464
697,2715847,275655,4260380,15386,2188629,2837555
698,2718955,275910,4260544,15402,2191528,2837577
699,2721544,276105,4260677,15412,2194053,2837730
700,2724684,276385,4260893,15418,2196529,2837719
701,2728203,276720,4261072,15426,2199061,2837784
702,2731713,277042,4261208,15429,2202001,2837903
703,2735241,277307,4261412,15429,2204672,2838032
704,2738401,277555,4261667,15429,2207438,2838381
705,2741179,277764,4261667,15429,2209970,2838640
706,2743936,278044,4261879,15458,2212407,2838792
707,2746833,278409,4262157,15461,2214712,2839111
708,2750516,278750,4262351,15465,2217287,2839790
709,2754513,279061,4262540,15470,2220324,2841260
710,2758086,279405,4262720,15470,2223435,2843979
711,2761472,279861,4262994,15470,2226446,2847486
712,2764354,280290,4263168,15470,2229558,2851931
713,2767044,280754,4263433,15506,2232485,2855819
714,2769886,281596,4263732,15506,2235576,2861119
715,2773156,282401,4264136,15532,2239475,2871745
716,2776699,283214,4264669,15532,2245250,2888917
717,2780080,283214,4265187,15577,2252776,2910664
718,2783331,284802,4265666,15597,2261039,2936875
719,2786219,285647,4266195,15634,2269550,2965447
720,2788860,286397,4266649,15678,2277476,2998530
721,2792035,287243,4267451,15678,2284609,3026473
722,2795233,288125,4268097,15750,2292290,3058634
723,2798917,289085,4268890,15750,2300457,3092409
724,2802263,290030,4269740,15797,2308615,3129512
725,2805337,290986,4270794,15797,2316408,3168379
726,2808347,291849,4271649,15797,2324485,3205396
727,2810689,293014,4272421,15901,2331414,3242374
728,2813934,294462,4273783,15901,2337811,3270758
729,2817163,296077,4275528,15986,2344933,3293625
730,2820927,297549,4277644,15986,2353062,3324478
731,2824973,307813,4280248,16066,2361702,3357083
732,2829089,310276,4283453,16084,2369814,3387524
733,2832945,313772,4286378,16084,2377500,3417216
734,2836159,316774,4289305,16148,2384639,3442056
735,2840225,322770,4294183,16148,2391357,3459646
736,2844969,327602,4301193,16179,2398944,3475293
737,2850408,333071,4309270,16206,2407022,3493447
738,2855930,338625,4319175,16293,2415472,3511491
739,2861069,343832,4330763,16345,2424090,3528796
740,2865984,348330,4343185,16345,2432534,3545680
741,2870758,352811,4353370,16476,2440542,3560202
742,2876324,359075,4369391,16476,2447964,3569665
743,2882060,362176,4387286,16691,2456551,3577298
744,2887780,366473,4414483,16691,2465723,3585461
745,2895014,379681,4446694,16891,2475632,3594002
746,2904131,379681,4480423,17404,2486122,3601471
747,2914220,390071,4516480,17404,2497001,3609568
748,2925254,405629,4542601,18152,2507471,3616387
749,2939198,418640,4580093,18404,2517869,3619633
750,2956332,428954,4626936,18845,2531051,3623176
751,2975422,439640,4667554,19473,2545873,3627575
752,2996361,449570,4708043,20454,2561115,3630637
753,3019163,460075,4763252,21579,2577445,3634368
754,3040235,469495,4807778,22515,2593327,3637280
755,3064575,478577,4844279,23992,2608227,3639942
756,3083683,497997,4901328,24659,2622600,3641940
757,3111514,514880,4966046,25584,2639062,3644597
758,3138215,533425,5030002,27599,2656411,3646793
759,3166023,551519,5089637,27599,2674477,3648925
760,3194848,576355,5149021,27599,2693362,3650748
761,3221680,582638,5197505,34979,2712315,3652203
762,3246779,596261,5231923,37798,2731198,3653526
763,3273958,622293,5289414,41049,2749561,3654284
764,3305157,642605,5350902,44334,2770793,3655709
765,3337227,661198,5408328,48055,2794350,3657342
766,3367871,679795,5457775,51516,2819282,3658892
767,3395170,696652,5504418,55485,2844897,3660020
768,3419636,710880,5539394,59447,2869616,3661049
769,3442736,724424,5564448,63542,2891927,3661997
770,3468590,748504,5589176,67762,2912347,3663059
771,3496090,767663,5630096,71649,2934544,3663920
772,3528557,785825,5667355,76534,2958162,3664905
773,3561766,803389,5693702,80749,2981996,3665747
774,3595172,819663,5723858,84844,3004814,3666678
775,3622607,832821,5748725,88849,3026695,3667542
776,3649463,846341,5770105,93034,3047857,3668268
777,3680953,846341,5800253,97018,3066800,3668710
778,3711199,885593,5826589,100173,3088873,3669283
779,3741986,901758,5847900,104022,3111857,3668940
780,3774786,917103,5864010,106936,3136649,3669523
781,3801036,929735,5878910,109538,3161241,3670177
782,3823571,939436,5890495,112093,3184825,3670739
783,3845601,948478,5900124,114371,3206955,3671293
784,3872135,964329,5914532,116924,3226697,3671293
785,3900433,975607,5927550,118892,3250642,3672069
786,3927437,986320,5939082,120600,3276098,3672661
787,3951678,996914,5948610,121957,3303169,3673201
788,3974019,1007158,5956561,123422,3328973,3673717
789,3993124,1015017,5962483,124716,3353969,3674286
790,4010952,1022555,5967182,126109,3377410,3674694
791,4032435,1035721,5974646,127300,3398792,3674983
792,4054926,1044661,5981022,128306,3423956,3675384
793,4079242,1053139,5986830,129081,3450980,3675821
794,4101081,1060723,5986830,129837,3477030,3676230
795,4122004,1067157,5986830,130611,3503264,3676665
796,4137736,1067157,5995876,131403,3529085,3676991
797,4152203,1072005,6001751,132194,3553720,3677376
798,4167418,1085094,6005646,132981,3575398,3677616
799,4183359,1090823,6009486,133726,3600787,3677924
800,4201919,1096428,6012818,134412,3628347,3678245
801,4219395,1101438,6015748,134915,3656726,3678598
802,4234087,1106001,6015748,135430,3684755,3678968
803,4246467,1109744,6015748,135974,3711595,3679629
804,4256469,1109744,6015748,136374,3736487,3679761
805,4268486,1119419,6023924,136821,3757575,3679983
806,4280591,1123886,6026324,137239,3781827,3680244
807,4292585,1128155,6028413,137585,3807908,3680514
808,4307529,1132169,6030168,137947,3833048,3680802
809,4317706,1135428,6031636,138261,3858346,3681101
810,4325818,1138001,6032707,138530,3883485,3681374
811,4333557,1140569,6033903,138811,3905872,3681646
812,4342559,1145121,6035358,139061,3925854,3681851
813,4352611,1148656,6036909,139278,3973003,3682083
814,4363024,1152177,6037742,139465,3973003,3682356
815,4372697,1155581,6038664,139637,3993292,3682623
816,4382402,1157251,6039266,139847,4012184,3682847
817,4389025,1160300,6039873,140023,4029959,3683042
818,4396165,1162780,6040432,140182,4046953,3683211
819,4402234,1167498,6041269,140364,4063844,3683367
820,4409202,1170970,6041269,140542,4084299,3683732
821,4415101,1174390,6042595,140723,4106230,3683865
822,4421443,1177415,6043246,140873,4128038,3684094
823,4427067,1180124,6043768,141014,4148090,3684300
824,4431073,1182168,6044150,141119,4165874,3684500
825,4433551,1184226,6044467,141269,4180868,3684712
826,4436912,1187914,6045043,141405,4194684,3684835
827,4440383,1187914,6045660,141531,4209571,3685029
828,4443318,1187914,6046072,141629,4224008,3685222
829,4445897,1193250,6046467,141748,4238061,3685403
830,4448004,1193250,6046796,141850,4250949,3685643
831,4449507,1193250,6047040,141911,4262484,3685895
832,4450859,1200976,6047208,141911,4271815,3686082
833,4451781,1202546,6047315,141976,4281536,3686216
834,4452835,1202546,6047491,142166,4290824,3686375
835,4454113,1208917,6047741,142312,4300614,3686543
836,4455364,1212337,6047986,142465,4308319,3686693
837,4456736,1215499,6048204,142627,4316769,3686868
838,4458889,1217922,6048431,142858,4324850,3687018
839,4461135,1220193,6048685,143107,4331338,3687197
840,4463740,1225024,6048685,143372,4337568,3687320
841,4467061,1228914,6048685,143616,4345218,3687428
842,4470471,1232559,6049876,143866,4353237,3687567
843,4473500,1236850,6050211,144136,4361016,3687748
844,4475873,1240233,6050519,144411,4367752,3687922
845,4478112,1242884,6050776,144659,4373846,3688132
846,4479809,1245007,6050958,144956,4379084,3688292
847,4481278,1247671,6051205,145221,4382977,3688001
848,4483295,1254113,6051532,145521,4388610,3688100
849,4485419,1258691,6051850,145783,4394915,3688295
850,4487482,1263033,6052100,146044,4401378,3688508
851,4489503,1266808,6052363,146315,4406755,3688751
852,4491320,1269635,6052590,146506,4397413,3688941
853,4492864,1272386,6052764,146775,4415593,3689132
854,4494782,1278113,6053109,147021,4419737,3689281
855,4497212,1282280,6053424,147271,4424750,3689457
856,4499057,1286216,6053670,147493,4429674,3689656
857,4500934,1290046,6053894,147667,4434511,3689865
858,4502579,1293369,6054173,147872,4438999,3690055
859,4503734,1295920,6054415,148089,4442648,3690254
860,4505059,1298309,6054633,148395,4446502,3690451
861,4506510,1303294,6054973,148674,4450457,3690581
862,4508319,1306871,6055341,148970,4455020,3690707
863,4510196,1310616,6055645,149337,4457580,3690889
864,4512040,1313849,6056017,149679,4460556,3691114
865,4513631,1316728,6056412,150058,4463557,3691327
866,4514989,1318984,6056800,150402,4466793,3691546
867,4516319,1321146,6057142,150781,4468955,3691724
868,4517447,1325623,6057660,151161,4471179,3691892
869,4518965,1329225,6058180,151560,4473867,3692084
870,4520852,1332656,6058736,151950,4477052,3692336
871,4523018,1335625,6059363,152320,4479888,3692617
872,4524727,1338753,6059937,152712,4482389,3692914
873,4526298,1341256,6060488,153093,4484863,3693222
874,4528390,1343645,6061079,153611,4486664,3693608
875,4530312,1348775,6062009,154133,4488497,3693865
876,4532632,1352681,6063251,154133,4490760,3694121
877,4534665,1355801,6064424,155274,4492913,3694529
878,4536795,1360780,6065644,155793,4494880,3695068
879,4538922,1364562,6066908,156452,4497152,3695652
880,4540612,1367761,6068075,156452,4499044,3696264
881,4542705,1370981,6069255,157772,4500828,3696793
882,4544626,1378090,6070933,158524,4502542,3697200
883,4547051,1383952,6072918,158527,4504929,3697793
884,4549847,1390558,6074825,158527,4507228,3698509
885,4552359,1397074,6076894,159591,4509541,3699251
886,4554661,1403242,6078725,159591,4511777,3700028
887,4556664,1408358,6080451,159591,4514155,3700876
888,4558558,1413667,6081896,161538,4515890,3701743
889,4560583,1425171,6084063,162311,4517651,3702319
890,4563188,1434563,6086212,163055,4520220,3703100
891,4566055,1444068,6088460,163900,4522915,3704407
892,4568828,1453155,6090509,164727,4525269,3705649
893,4571355,1461107,6092303,164727,4527777,3706951
894,4573891,1467234,6093917,164727,4530105,3708271
895,4575809,1473180,6095351,167669,4532100,3709386
896,4578741,1485964,6097928,168760,4534017,3710145
897,4582302,1495953,6100671,169848,4536445,3711268
898,4586322,1505938,6103552,171027,4538811,3713131
899,4589911,1515222,6106024,172280,4540955,3714770
900,4592710,1523881,6108729,172280,4543039,3716522
901,4595974,1530304,6111305,172280,4545043,3718467
902,4598391,1534799,6112986,176682,4548533,3720054
903,4600736,1540778,6116347,178267,4550924,3721413
904,4604670,1557648,6120169,179759,4553181,3723014
905,4608768,1569420,6123753,181256,4554976,3725382
906,4613998,1579946,6127084,182950,4554976,3727970
907,4619045,1589099,6131413,182950,4559029,3730545
908,4622981,1596046,6134953,182950,4560843,3733101
909,4626061,1602273,6138346,188219,4562968,3735383
