지표연도,시도,시군구,항생제 처방률
2019,대구광역시,서구,20.34
2019,대구광역시,남구,16.38
2019,대구광역시,북구,21.1
2019,대구광역시,수성구,21.06
2019,대구광역시,달서구,23.08
2019,대구광역시,달성군,29.68
2019,인천광역시,중구,20.5
2019,인천광역시,동구,17.33
2019,인천광역시,미추홀구,22.85
2019,인천광역시,연수구,27.04
2019,인천광역시,남동구,21.99
2019,인천광역시,부평구,22.51
2019,인천광역시,계양구,21.43
2019,인천광역시,서구,25.06
2019,인천광역시,강화군,17.38
2019,인천광역시,옹진군,9.6
2019,광주광역시,동구,19.7
2019,광주광역시,서구,25.45
2019,광주광역시,남구,25.65
2019,광주광역시,북구,24.66
2019,광주광역시,광산구,30.73
2019,대전광역시,동구,19.51
2019,대전광역시,중구,16.27
2019,대전광역시,서구,20.88
2019,대전광역시,유성구,26.92
2019,대전광역시,대덕구,25.36
2019,울산광역시,중구,24.09
2019,울산광역시,남구,25.25
2019,울산광역시,동구,22.92
2019,울산광역시,북구,29.02
2019,울산광역시,울주군,28.8
2019,세종특별자치시,세종특별자치시,28.06
2019,경기도,수원시,22.66
2019,경기도,성남시,17.77
2019,경기도,의정부시,22.57
2019,경기도,안양시,21.18
2019,경기도,부천시,22.47
2019,경기도,광명시,25.12
2019,경기도,평택시,21.87
2019,경기도,동두천시,28.66
2019,경기도,안산시,24.49
2019,경기도,고양시,20.14
2019,경기도,과천시,19.49
2019,경기도,구리시,23.86
2019,경기도,남양주시,26.3
2019,경기도,오산시,30.53
2019,경기도,시흥시,29.67
2019,경기도,군포시,25.06
2019,경기도,의왕시,22.74
2019,경기도,하남시,28.6
2019,경기도,용인시,24.63
2019,경기도,파주시,26.67
2019,경기도,이천시,25.23
2019,경기도,안성시,23.05
2019,경기도,김포시,31.25
2019,경기도,화성시,27.81
2019,경기도,광주시,27.12
2019,경기도,양주시,25.76
2019,경기도,포천시,25.91
2019,경기도,여주시,20.81
2019,경기도,연천군,14.13
2019,경기도,가평군,18.34
2019,경기도,양평군,17.87
2019,강원도,춘천시,18.83
2019,강원도,원주시,23.98
2019,강원도,강릉시,16.32
2019,강원도,동해시,23.9
2019,강원도,태백시,23.44
2019,강원도,속초시,21.97
2019,강원도,삼척시,17.66
2019,강원도,홍천군,18.88
2019,강원도,횡성군,18.14
2019,강원도,영월군,22.54
2019,강원도,평창군,16.36
2019,강원도,정선군,15.33
2019,강원도,철원군,23.07
2019,강원도,화천군,21.72
2019,강원도,양구군,26.41
2019,강원도,인제군,23.91
2019,강원도,고성군,16.18
2019,강원도,양양군,13.21
2019,충청북도,청주시,26.84
2019,충청북도,청주시서원구,23.82
2019,충청북도,청주시청원구,30.67
2019,충청북도,충주시,23.43
2019,충청북도,제천시,20.13
2019,충청북도,보은군,16.52
2019,충청북도,옥천군,16.71
2019,충청북도,영동군,20.05
2019,충청북도,증평군,22.78
2019,충청북도,진천군,33.1
2019,충청북도,괴산군,16.58
2019,충청북도,음성군,20.28
2019,충청북도,단양군,10.42
2019,충청남도,천안시,25.74
2019,충청남도,공주시,18.89
2019,충청남도,보령시,18.76
2019,충청남도,아산시,28.71
2019,충청남도,서산시,21.31
2019,충청남도,논산시,18.2
2019,충청남도,계룡시,21.42
2019,충청남도,당진시,26.88
2019,충청남도,금산군,13.28
2019,충청남도,부여군,11.13
2019,충청남도,서천군,14.82
2019,충청남도,청양군,11.94
2019,충청남도,홍성군,14.48
2019,충청남도,예산군,15.15
2019,충청남도,태안군,19.15
2019,전라북도,전주시,20.13
2019,전라북도,군산시,23.06
2019,전라북도,익산시,19.31
2019,전라북도,정읍시,15.88
2019,전라북도,남원시,14.56
2019,전라북도,김제시,16.22
2019,전라북도,완주군,23.32
2019,전라북도,진안군,12.89
2019,전라북도,무주군,10.31
2019,전라북도,장수군,9.71
2019,전라북도,임실군,13.05
2019,전라북도,순창군,11.71
2019,전라북도,고창군,12.45
2019,전라북도,부안군,16.93
2019,전라남도,목포시,25.95
2019,전라남도,여수시,21.78
2019,전라남도,순천시,23.94
2019,전라남도,나주시,20.78
2019,전라남도,광양시,23.52
2019,전라남도,담양군,12.29
2019,전라남도,곡성군,12.69
2019,전라남도,구례군,19.58
2019,전라남도,고흥군,14.75
2019,전라남도,보성군,17.84
2019,전라남도,화순군,17.68
2019,전라남도,장흥군,11.7
2019,전라남도,강진군,17.02
2019,전라남도,해남군,15.4
2019,전라남도,영암군,15.39
2019,전라남도,무안군,21.48
2019,전라남도,함평군,11.42
2019,전라남도,영광군,15.01
2019,전라남도,장성군,16.61
2019,전라남도,완도군,15.08
2019,전라남도,진도군,16.24
2019,전라남도,신안군,12.06
2019,경상북도,포항시,19.52
2019,경상북도,경주시,21.52
2019,경상북도,김천시,19.32
2019,경상북도,안동시,20.38
2019,경상북도,구미시,30.45
2019,경상북도,영주시,20.64
2019,경상북도,영천시,14.1
2019,경상북도,상주시,17.67
2019,경상북도,문경시,21.13
2019,경상북도,경산시,24.53
2019,경상북도,군위군,12.27
2019,경상북도,의성군,14.66
2019,경상북도,청송군,15.6
2019,경상북도,영양군,17.22
2019,경상북도,영덕군,14.5
2019,경상북도,청도군,15.28
2019,경상북도,고령군,16.06
2019,경상북도,성주군,15.87
2019,경상북도,칠곡군,24.23
2019,경상북도,예천군,16
2019,경상북도,봉화군,22.37
2019,경상북도,울진군,19.3
2019,경상북도,울릉군,6.85
2019,경상남도,창원시,23.57
2019,경상남도,진주시,22.08
2019,경상남도,통영시,20.64
2019,경상남도,사천시,20.4
2019,경상남도,김해시,29.78
2019,경상남도,밀양시,22.48
2019,경상남도,거제시,28.34
2019,경상남도,양산시,26.19
2019,경상남도,의령군,17.36
2019,경상남도,함안군,17.38
2019,경상남도,창녕군,18.61
2019,경상남도,고성군,15.96
2019,경상남도,남해군,11.46
2019,경상남도,하동군,13.01
2019,경상남도,산청군,8.53
2019,경상남도,함양군,13.9
2019,경상남도,거창군,15.99
2019,경상남도,합천군,17.46
2019,제주특별자치도,제주시,23.6
2019,제주특별자치도,서귀포시,17.63
