지표연도,시도,시군구,표준화 항생제 사용량
2014,대구광역시,달성군,30.16
2014,인천광역시,중구,29.71
2014,인천광역시,동구,30.06
2014,인천광역시,남구,29.77
2014,인천광역시,연수구,29.23
2014,인천광역시,남동구,30.21
2014,인천광역시,부평구,30.95
2014,인천광역시,계양구,30.09
2014,인천광역시,서구,30.21
2014,인천광역시,강화군,24.79
2014,인천광역시,옹진군,25.61
2014,광주광역시,동구,32.33
2014,광주광역시,서구,30.97
2014,광주광역시,남구,30.63
2014,광주광역시,북구,30.76
2014,광주광역시,광산구,34.5
2014,대전광역시,동구,29.54
2014,대전광역시,중구,28.81
2014,대전광역시,서구,29.69
2014,대전광역시,유성구,27.73
2014,대전광역시,대덕구,32.54
2014,울산광역시,중구,29.79
2014,울산광역시,남구,28.85
2014,울산광역시,동구,29.39
2014,울산광역시,북구,31.14
2014,울산광역시,울주군,29.73
2014,세종특별자치시,세종특별자치시,31.36
2014,경기도,수원시,29.67
2014,경기도,성남시,27.05
2014,경기도,의정부시,28.92
2014,경기도,안양시,27.69
2014,경기도,부천시,29.57
2014,경기도,광명시,29.64
2014,경기도,평택시,27.52
2014,경기도,동두천시,31.64
2014,경기도,안산시,29.29
2014,경기도,고양시,27.07
2014,경기도,과천시,23.6
2014,경기도,구리시,30.53
2014,경기도,남양주시,30.12
2014,경기도,오산시,33.08
2014,경기도,시흥시,30.58
2014,경기도,군포시,30.02
2014,경기도,의왕시,27.37
2014,경기도,하남시,31.47
2014,경기도,용인시,27.25
2014,경기도,파주시,28.39
2014,경기도,이천시,30.34
2014,경기도,안성시,27.55
2014,경기도,김포시,29.65
2014,경기도,화성시,30.55
2014,경기도,광주시,27.8
2014,경기도,양주시,30.04
2014,경기도,포천시,27.78
2014,경기도,여주시,27.24
2014,경기도,연천군,26.38
2014,경기도,가평군,26.45
2014,경기도,양평군,25.16
2014,강원도,춘천시,25.25
2014,강원도,원주시,29.22
2014,강원도,강릉시,25.25
2014,강원도,동해시,33.48
2014,강원도,태백시,28.38
2014,강원도,속초시,30.8
2014,강원도,삼척시,29.09
2014,강원도,홍천군,28.41
2014,강원도,횡성군,28.61
2014,강원도,영월군,29.44
2014,강원도,평창군,24.77
2014,강원도,정선군,22.94
2014,강원도,철원군,28.97
2014,강원도,화천군,27.34
2014,강원도,양구군,26.52
2014,강원도,인제군,30.02
2014,강원도,고성군,28.07
2014,강원도,양양군,27.16
2014,충청북도,청주시,31.44
2014,충청북도,충주시,29.99
2014,충청북도,제천시,27.23
2014,충청북도,보은군,27.81
2014,충청북도,옥천군,29.91
2014,충청북도,영동군,30.16
2014,충청북도,증평군,34.29
2014,충청북도,진천군,34.11
2014,충청북도,괴산군,26.42
2014,충청북도,음성군,28.22
2014,충청북도,단양군,24.25
2014,충청남도,천안시,28.69
2014,충청남도,공주시,29.59
2014,충청남도,보령시,31.42
2014,충청남도,아산시,30.89
2014,충청남도,서산시,31.12
2014,충청남도,논산시,29.42
2014,충청남도,계룡시,27.46
2014,충청남도,당진시,29.96
2014,충청남도,금산군,27.21
2014,충청남도,부여군,27.6
2014,충청남도,서천군,28.72
2014,충청남도,청양군,30.32
2014,충청남도,홍성군,22.92
2014,충청남도,예산군,27.29
2014,충청남도,태안군,32.77
2014,전라북도,전주시,28.93
2014,전라북도,군산시,31.97
2014,전라북도,익산시,28.85
2014,전라북도,정읍시,30.44
2014,전라북도,남원시,28.2
2014,전라북도,김제시,28.73
2014,전라북도,완주군,32.22
2014,전라북도,진안군,28.43
2014,전라북도,무주군,26.5
2014,전라북도,장수군,26.37
2014,전라북도,임실군,28.67
2014,전라북도,순창군,27.51
2014,전라북도,고창군,28.41
2014,전라북도,부안군,32.33
2014,전라남도,목포시,34.34
2014,전라남도,여수시,30.74
2014,전라남도,순천시,27.1
2014,전라남도,나주시,30.87
2014,전라남도,광양시,27.71
2014,전라남도,담양군,28.67
2014,전라남도,곡성군,28.44
2014,전라남도,구례군,28.96
2014,전라남도,고흥군,29.57
2014,전라남도,보성군,27.38
2014,전라남도,화순군,34.21
2014,전라남도,장흥군,25.65
2014,전라남도,강진군,34.32
2014,전라남도,해남군,29.49
2014,전라남도,영암군,32.14
2014,전라남도,무안군,33.7
2014,전라남도,함평군,30.15
2014,전라남도,영광군,32.5
2014,전라남도,장성군,30.49
2014,전라남도,완도군,31.57
2014,전라남도,진도군,32.54
2014,전라남도,신안군,30.7
2014,경상북도,포항시,24.77
2014,경상북도,경주시,27.97
2014,경상북도,김천시,25.74
2014,경상북도,안동시,27.42
2014,경상북도,구미시,28.35
2014,경상북도,영주시,28.96
2014,경상북도,영천시,26.84
2014,경상북도,상주시,29.15
2014,경상북도,문경시,28.79
2014,경상북도,경산시,29.85
2014,경상북도,군위군,23.4
2014,경상북도,의성군,26.99
2014,경상북도,청송군,25.18
2014,경상북도,영양군,27.16
2014,경상북도,영덕군,24.14
2014,경상북도,청도군,26.58
2014,경상북도,고령군,29.51
2014,경상북도,성주군,24.72
2014,경상북도,칠곡군,28.16
2014,경상북도,예천군,24.42
2014,경상북도,봉화군,24.96
2014,경상북도,울진군,27.03
2014,경상북도,울릉군,23.26
2014,경상남도,창원시,28.39
2014,경상남도,진주시,24.47
2014,경상남도,통영시,33.43
2014,경상남도,사천시,27.32
2014,경상남도,김해시,30.1
2014,경상남도,밀양시,28.21
2014,경상남도,거제시,30.79
2014,경상남도,양산시,29.86
2014,경상남도,의령군,29.06
2014,경상남도,함안군,30.2
2014,경상남도,창녕군,27.72
2014,경상남도,고성군,28.53
2014,경상남도,남해군,25.96
2014,경상남도,하동군,25.74
2014,경상남도,산청군,23.62
2014,경상남도,함양군,24.89
2014,경상남도,거창군,25.6
2014,경상남도,합천군,27.05
2014,제주특별자치도,제주시,30.36
2014,제주특별자치도,서귀포시,27.43
2015,서울특별시,종로구,23.78
2015,서울특별시,중구,25.41
2015,서울특별시,용산구,25.16
2015,서울특별시,성동구,27.68
2015,서울특별시,광진구,26.87
2015,서울특별시,동대문구,27.77
2015,서울특별시,중랑구,29.18
2015,서울특별시,성북구,26.95
2015,서울특별시,강북구,29.39
2015,서울특별시,도봉구,26.2
2015,서울특별시,노원구,28.83
2015,서울특별시,은평구,28.02
2015,서울특별시,서대문구,27.3
2015,서울특별시,마포구,26.15
2015,서울특별시,양천구,27.27
2015,서울특별시,강서구,28.85
2015,서울특별시,구로구,28.16
2015,서울특별시,금천구,30.59
2015,서울특별시,영등포구,27.72
2015,서울특별시,동작구,25.73
2015,서울특별시,관악구,27.12
2015,서울특별시,서초구,24.59
2015,서울특별시,강남구,24.69
2015,서울특별시,송파구,26.33
2015,서울특별시,강동구,25.61
2015,부산광역시,중구,28.27
2015,부산광역시,서구,29.2
2015,부산광역시,동구,28.03
2015,부산광역시,영도구,33.55
2015,부산광역시,부산진구,29.39
2015,부산광역시,동래구,28.06
2015,부산광역시,남구,29.08
2015,부산광역시,북구,29.25
2015,부산광역시,해운대구,29.29
2015,부산광역시,사하구,31.15
2015,부산광역시,금정구,28.82
2015,부산광역시,강서구,32.32
2015,부산광역시,연제구,28.57
2015,부산광역시,수영구,27.87
2015,부산광역시,사상구,30.95
2015,부산광역시,기장군,31.45
2015,대구광역시,중구,26.86
2015,대구광역시,동구,27.09
2015,대구광역시,서구,28.46
2015,대구광역시,남구,28
2015,대구광역시,북구,27.5
2015,대구광역시,수성구,26.02
2015,대구광역시,달서구,28.75
2015,대구광역시,달성군,30.33
2015,인천광역시,중구,29
2015,인천광역시,동구,30.15
2015,인천광역시,남구,29.61
2015,인천광역시,연수구,29.02
2015,인천광역시,남동구,29.85
2015,인천광역시,부평구,30.18
2015,인천광역시,계양구,29.72
2015,인천광역시,서구,29.73
2015,인천광역시,강화군,24.2
2015,인천광역시,옹진군,24.93
2015,광주광역시,동구,31.86
2015,광주광역시,서구,31.09
2015,광주광역시,남구,31
2015,광주광역시,북구,31.42
2015,광주광역시,광산구,34.39
2015,대전광역시,동구,29.72
2015,대전광역시,중구,28.76
2015,대전광역시,서구,29.68
2015,대전광역시,유성구,28.09
2015,대전광역시,대덕구,32.21
2015,울산광역시,중구,30.51
2015,울산광역시,남구,30.11
2015,울산광역시,동구,31.29
2015,울산광역시,북구,31.71
2015,울산광역시,울주군,30.66
2015,세종특별자치시,세종특별자치시,31.39
2015,경기도,수원시,28.88
2015,경기도,성남시,26.08
2015,경기도,의정부시,28.45
2015,경기도,안양시,26.81
2015,경기도,부천시,28.66
2015,경기도,광명시,28.93
2015,경기도,평택시,26.56
2015,경기도,동두천시,32.07
2015,경기도,안산시,28.83
2015,경기도,고양시,26.34
2015,경기도,과천시,23.04
2015,경기도,구리시,29.2
2015,경기도,남양주시,28.77
2015,경기도,오산시,32.26
2015,경기도,시흥시,29.68
2015,경기도,군포시,29.19
2015,경기도,의왕시,26.59
2015,경기도,하남시,30.54
2015,경기도,용인시,26.29
2015,경기도,파주시,27.82
2015,경기도,이천시,29.82
2015,경기도,안성시,27.37
2015,경기도,김포시,29.99
2015,경기도,화성시,29.29
2015,경기도,광주시,27.32
2015,경기도,양주시,29.77
2015,경기도,포천시,27.86
2015,경기도,여주시,26.26
2015,경기도,연천군,27.02
2015,경기도,가평군,25.64
2015,경기도,양평군,24.81
2015,강원도,춘천시,25.21
2015,강원도,원주시,29.13
2015,강원도,강릉시,26.2
2015,강원도,동해시,34.03
2015,강원도,태백시,28.84
2015,강원도,속초시,32.4
2015,강원도,삼척시,30.53
2015,강원도,홍천군,29.75
2015,강원도,횡성군,28.13
2015,강원도,영월군,29.17
2015,강원도,평창군,25.17
2015,강원도,정선군,23.48
2015,강원도,철원군,29.4
2015,강원도,화천군,27.04
2015,강원도,양구군,25.29
2015,강원도,인제군,30.75
2015,강원도,고성군,28.45
2015,강원도,양양군,27.86
2015,충청북도,청주시,31.44
2015,충청북도,청주시서원구,32.32
2015,충청북도,청주시청원구,32.84
2015,충청북도,충주시,29.69
2015,충청북도,제천시,28.3
2015,충청북도,보은군,27.98
2015,충청북도,옥천군,29.37
2015,충청북도,영동군,30.62
2015,충청북도,증평군,35.68
2015,충청북도,진천군,33.75
2015,충청북도,괴산군,27.67
2015,충청북도,음성군,28.15
2015,충청북도,단양군,24.06
2015,충청남도,천안시,28.89
2015,충청남도,공주시,30.46
2015,충청남도,보령시,31.28
2015,충청남도,아산시,30.96
2015,충청남도,서산시,30.69
2015,충청남도,논산시,29.66
2015,충청남도,계룡시,28.47
2015,충청남도,당진시,32.16
2015,충청남도,금산군,28.09
2015,충청남도,부여군,27
2015,충청남도,서천군,30.03
2015,충청남도,청양군,30.73
2015,충청남도,홍성군,23.12
2015,충청남도,예산군,27.39
2015,충청남도,태안군,32.1
2015,전라북도,전주시,29.09
2015,전라북도,군산시,32.45
2015,전라북도,익산시,29.63
2015,전라북도,정읍시,30.55
2015,전라북도,남원시,28.78
2015,전라북도,김제시,29.73
2015,전라북도,완주군,32.23
2015,전라북도,진안군,28.97
2015,전라북도,무주군,26.49
2015,전라북도,장수군,26.03
2015,전라북도,임실군,28.66
2015,전라북도,순창군,28.5
2015,전라북도,고창군,29.93
2015,전라북도,부안군,31.83
2015,전라남도,목포시,34.37
2015,전라남도,여수시,32.54
2015,전라남도,순천시,28.82
2015,전라남도,나주시,31.38
2015,전라남도,광양시,28.84
2015,전라남도,담양군,28.4
2015,전라남도,곡성군,28.19
2015,전라남도,구례군,29.77
2015,전라남도,고흥군,29.78
2015,전라남도,보성군,28.57
2015,전라남도,화순군,34.19
2015,전라남도,장흥군,26.88
2015,전라남도,강진군,34.97
2015,전라남도,해남군,31.04
2015,전라남도,영암군,33.43
2015,전라남도,무안군,33.98
2015,전라남도,함평군,31.5
2015,전라남도,영광군,33.97
2015,전라남도,장성군,31.73
2015,전라남도,완도군,33.18
2015,전라남도,진도군,32.87
2015,전라남도,신안군,31.03
2015,경상북도,포항시,25.26
2015,경상북도,경주시,28.02
2015,경상북도,김천시,25.66
2015,경상북도,안동시,27.9
2015,경상북도,구미시,29.01
2015,경상북도,영주시,28.83
2015,경상북도,영천시,27.15
2015,경상북도,상주시,29.22
2015,경상북도,문경시,28.89
2015,경상북도,경산시,29.83
2015,경상북도,군위군,23.97
2015,경상북도,의성군,27.13
2015,경상북도,청송군,26.4
2015,경상북도,영양군,29.33
2015,경상북도,영덕군,25.41
2015,경상북도,청도군,26.61
2015,경상북도,고령군,29.19
2015,경상북도,성주군,24.8
2015,경상북도,칠곡군,28.05
2015,경상북도,예천군,24.88
2015,경상북도,봉화군,24.97
2015,경상북도,울진군,28.26
2015,경상북도,울릉군,23.71
2015,경상남도,창원시,29.29
2015,경상남도,진주시,26.39
2015,경상남도,통영시,33.78
2015,경상남도,사천시,30.36
2015,경상남도,김해시,31.14
2015,경상남도,밀양시,29.38
2015,경상남도,거제시,31.45
2015,경상남도,양산시,30.93
2015,경상남도,의령군,30.03
2015,경상남도,함안군,31.85
2015,경상남도,창녕군,28.2
2015,경상남도,고성군,28.23
2015,경상남도,남해군,27.41
2015,경상남도,하동군,27.82
2015,경상남도,산청군,25.66
2015,경상남도,함양군,26.73
2015,경상남도,거창군,27.26
2015,경상남도,합천군,27.97
2015,제주특별자치도,제주시,31.02
2015,제주특별자치도,서귀포시,28.09
2016,서울특별시,종로구,25.12
2016,서울특별시,중구,26.37
2016,서울특별시,용산구,26.73
2016,서울특별시,성동구,28.96
2016,서울특별시,광진구,28.6
2016,서울특별시,동대문구,28.84
2016,서울특별시,중랑구,30.87
2016,서울특별시,성북구,28.08
2016,서울특별시,강북구,30.5
2016,서울특별시,도봉구,27.4
2016,서울특별시,노원구,30.06
2016,서울특별시,은평구,29.14
2016,서울특별시,서대문구,28.6
2016,서울특별시,마포구,27.3
2016,서울특별시,양천구,28.96
2016,서울특별시,강서구,30.04
2016,서울특별시,구로구,29.78
2016,서울특별시,금천구,32.46
2016,서울특별시,영등포구,29.44
2016,서울특별시,동작구,27.47
2016,서울특별시,관악구,28.98
2016,서울특별시,서초구,26.11
2016,서울특별시,강남구,26.41
2016,서울특별시,송파구,27.59
2016,서울특별시,강동구,27.35
2016,부산광역시,중구,28.96
2016,부산광역시,서구,29.63
2016,부산광역시,동구,28.57
2016,부산광역시,영도구,34.84
2016,부산광역시,부산진구,29.89
2016,부산광역시,동래구,28.79
2016,부산광역시,남구,29.73
2016,부산광역시,북구,29.35
2016,부산광역시,해운대구,29.55
2016,부산광역시,사하구,31.16
2016,부산광역시,금정구,29.23
2016,부산광역시,강서구,33.86
2016,부산광역시,연제구,28.79
2016,부산광역시,수영구,28.5
2016,부산광역시,사상구,31.36
2016,부산광역시,기장군,32.89
2016,대구광역시,중구,28.18
2016,대구광역시,동구,28.44
2016,대구광역시,서구,30.01
2016,대구광역시,남구,28.71
2016,대구광역시,북구,28.6
2016,대구광역시,수성구,26.89
2016,대구광역시,달서구,29.72
2016,대구광역시,달성군,31.52
2016,인천광역시,중구,29.52
2016,인천광역시,동구,30.68
2016,인천광역시,남구,31.01
2016,인천광역시,연수구,29.51
2016,인천광역시,남동구,30.32
2016,인천광역시,부평구,31.22
2016,인천광역시,계양구,30.72
2016,인천광역시,서구,30.88
2016,인천광역시,강화군,25.98
2016,인천광역시,옹진군,27.3
2016,광주광역시,동구,32.85
2016,광주광역시,서구,31.58
2016,광주광역시,남구,31.9
2016,광주광역시,북구,31.85
2016,광주광역시,광산구,34.49
2016,대전광역시,동구,31.34
2016,대전광역시,중구,30.76
2016,대전광역시,서구,31.31
2016,대전광역시,유성구,29.5
2016,대전광역시,대덕구,33.95
2016,울산광역시,중구,31.3
2016,울산광역시,남구,30.67
2016,울산광역시,동구,31.5
2016,울산광역시,북구,32.53
2016,울산광역시,울주군,31.33
2016,세종특별자치시,세종특별자치시,33.67
2016,경기도,수원시,30.05
2016,경기도,성남시,27.39
2016,경기도,의정부시,29.8
2016,경기도,안양시,28.07
2016,경기도,부천시,30.15
2016,경기도,광명시,30.13
2016,경기도,평택시,28.05
2016,경기도,동두천시,33.41
2016,경기도,안산시,30.58
2016,경기도,고양시,27.8
2016,경기도,과천시,23.7
2016,경기도,구리시,30.41
2016,경기도,남양주시,30.35
2016,경기도,오산시,34.16
2016,경기도,시흥시,31.3
2016,경기도,군포시,30.83
2016,경기도,의왕시,28.06
2016,경기도,하남시,31.65
2016,경기도,용인시,27.95
2016,경기도,파주시,29.41
2016,경기도,이천시,30.9
2016,경기도,안성시,28.58
2016,경기도,김포시,31.85
2016,경기도,화성시,30.76
2016,경기도,광주시,28.74
2016,경기도,양주시,30.73
2016,경기도,포천시,29.74
2016,경기도,여주시,28.26
2016,경기도,연천군,28.64
2016,경기도,가평군,27.52
2016,경기도,양평군,26.8
2016,강원도,춘천시,27.24
2016,강원도,원주시,30.96
2016,강원도,강릉시,27.99
2016,강원도,동해시,33.84
2016,강원도,태백시,30.77
2016,강원도,속초시,32.58
2016,강원도,삼척시,32.08
2016,강원도,홍천군,30.95
2016,강원도,횡성군,29.24
2016,강원도,영월군,30.28
2016,강원도,평창군,26.79
2016,강원도,정선군,25.24
2016,강원도,철원군,31.06
2016,강원도,화천군,28.86
2016,강원도,양구군,26.83
2016,강원도,인제군,33.17
2016,강원도,고성군,30.68
2016,강원도,양양군,29.17
2016,충청북도,청주시,33.26
2016,충청북도,청주시서원구,34.28
2016,충청북도,청주시청원구,34.31
2016,충청북도,충주시,30.76
2016,충청북도,제천시,30.84
2016,충청북도,보은군,29.55
2016,충청북도,옥천군,30.96
2016,충청북도,영동군,33.23
2016,충청북도,증평군,35.32
2016,충청북도,진천군,35.26
2016,충청북도,괴산군,28.95
2016,충청북도,음성군,30
2016,충청북도,단양군,26.14
2016,충청남도,천안시,30.3
2016,충청남도,공주시,32.53
2016,충청남도,보령시,31.67
2016,충청남도,아산시,32.45
2016,충청남도,서산시,31.7
2016,충청남도,논산시,32.21
2016,충청남도,계룡시,29.12
2016,충청남도,당진시,34
2016,충청남도,금산군,29.16
2016,충청남도,부여군,28.58
2016,충청남도,서천군,29.23
2016,충청남도,청양군,32.53
2016,충청남도,홍성군,25.01
2016,충청남도,예산군,28.27
2016,충청남도,태안군,34.15
2016,전라북도,전주시,30.08
2016,전라북도,군산시,32.23
2016,전라북도,익산시,30.65
2016,전라북도,정읍시,31.23
2016,전라북도,남원시,29.99
2016,전라북도,김제시,30.2
2016,전라북도,완주군,33.41
2016,전라북도,진안군,29.12
2016,전라북도,무주군,28.08
2016,전라북도,장수군,28.18
2016,전라북도,임실군,30.35
2016,전라북도,순창군,29.36
2016,전라북도,고창군,30.14
2016,전라북도,부안군,32.63
2016,전라남도,목포시,35.34
2016,전라남도,여수시,33.57
2016,전라남도,순천시,30.44
2016,전라남도,나주시,32.06
2016,전라남도,광양시,30.11
2016,전라남도,담양군,28.95
2016,전라남도,곡성군,29.66
2016,전라남도,구례군,31.57
2016,전라남도,고흥군,29.57
2016,전라남도,보성군,29.74
2016,전라남도,화순군,34.45
2016,전라남도,장흥군,26.55
2016,전라남도,강진군,35.76
2016,전라남도,해남군,32.46
2016,전라남도,영암군,33.58
2016,전라남도,무안군,33.47
2016,전라남도,함평군,32.55
2016,전라남도,영광군,34.49
2016,전라남도,장성군,32.39
2016,전라남도,완도군,32.36
2016,전라남도,진도군,32.66
2016,전라남도,신안군,31.66
2016,경상북도,포항시,25.94
2016,경상북도,경주시,28.96
2016,경상북도,김천시,27.12
2016,경상북도,안동시,28.23
2016,경상북도,구미시,30
2016,경상북도,영주시,29.5
2016,경상북도,영천시,28.47
2016,경상북도,상주시,29.86
2016,경상북도,문경시,30.23
2016,경상북도,경산시,30.69
2016,경상북도,군위군,24.64
2016,경상북도,의성군,28.04
2016,경상북도,청송군,27.44
2016,경상북도,영양군,30.53
2016,경상북도,영덕군,27.36
2016,경상북도,청도군,27.85
2016,경상북도,고령군,29.15
2016,경상북도,성주군,26.79
2016,경상북도,칠곡군,29.8
2016,경상북도,예천군,26.77
2016,경상북도,봉화군,25.23
2016,경상북도,울진군,30.54
2016,경상북도,울릉군,25.39
2016,경상남도,창원시,29.88
2016,경상남도,진주시,27.3
2016,경상남도,통영시,33.71
2016,경상남도,사천시,31.75
2016,경상남도,김해시,31.28
2016,경상남도,밀양시,31.27
2016,경상남도,거제시,30.87
2016,경상남도,양산시,31.36
2016,경상남도,의령군,31.53
2016,경상남도,함안군,32.73
2016,경상남도,창녕군,30.26
2016,경상남도,고성군,28.41
2016,경상남도,남해군,27.93
2016,경상남도,하동군,28.63
2016,경상남도,산청군,26.19
2016,경상남도,함양군,26.51
2016,경상남도,거창군,27.41
2016,경상남도,합천군,28.52
2016,제주특별자치도,제주시,32.41
2016,제주특별자치도,서귀포시,29.46
2017,서울특별시,종로구,24.91
2017,서울특별시,중구,25.4
2017,서울특별시,용산구,24.86
2017,서울특별시,성동구,27.86
2017,서울특별시,광진구,27.57
2017,서울특별시,동대문구,27.77
2017,서울특별시,중랑구,29.78
2017,서울특별시,성북구,27.85
2017,서울특별시,강북구,29.44
2017,서울특별시,도봉구,26.86
2017,서울특별시,노원구,29.3
2017,서울특별시,은평구,28.5
2017,서울특별시,서대문구,27.92
2017,서울특별시,마포구,25.86
2017,서울특별시,양천구,28.41
2017,서울특별시,강서구,29.09
2017,서울특별시,구로구,29.05
2017,서울특별시,금천구,31.88
2017,서울특별시,영등포구,27.59
2017,서울특별시,동작구,25.84
2017,서울특별시,관악구,27.82
2017,서울특별시,서초구,25.03
2017,서울특별시,강남구,25.84
2017,서울특별시,송파구,26.44
2017,서울특별시,강동구,26.3
2017,부산광역시,중구,28.22
2017,부산광역시,서구,29.14
2017,부산광역시,동구,28.06
2017,부산광역시,영도구,35.23
2017,부산광역시,부산진구,29.29
2017,부산광역시,동래구,29.05
2017,부산광역시,남구,30.25
2017,부산광역시,북구,28.93
2017,부산광역시,해운대구,28.66
2017,부산광역시,사하구,30.89
2017,부산광역시,금정구,28.51
2017,부산광역시,강서구,34.87
2017,부산광역시,연제구,29.03
2017,부산광역시,수영구,29.02
2017,부산광역시,사상구,30.68
2017,부산광역시,기장군,32.37
2017,대구광역시,중구,26.36
2017,대구광역시,동구,27.57
2017,대구광역시,서구,28.64
2017,대구광역시,남구,27.7
2017,대구광역시,북구,27.29
2017,대구광역시,수성구,26.48
2017,대구광역시,달서구,28.79
2017,대구광역시,달성군,30.45
2017,인천광역시,중구,29.14
2017,인천광역시,동구,30.11
2017,인천광역시,남구,31.02
2017,인천광역시,연수구,29.52
2017,인천광역시,남동구,30.3
2017,인천광역시,부평구,30.44
2017,인천광역시,계양구,30.33
2017,인천광역시,서구,30.44
2017,인천광역시,강화군,26.26
2017,인천광역시,옹진군,25.4
2017,광주광역시,동구,33.71
2017,광주광역시,서구,31.76
2017,광주광역시,남구,32.47
2017,광주광역시,북구,31.63
2017,광주광역시,광산구,34.89
2017,대전광역시,동구,30.41
2017,대전광역시,중구,30.03
2017,대전광역시,서구,30.86
2017,대전광역시,유성구,28.79
2017,대전광역시,대덕구,34.54
2017,울산광역시,중구,30.76
2017,울산광역시,남구,30.4
2017,울산광역시,동구,31.44
2017,울산광역시,북구,31.67
2017,울산광역시,울주군,30.87
2017,세종특별자치시,세종특별자치시,31.9
2017,경기도,수원시,29.1
2017,경기도,성남시,26.09
2017,경기도,의정부시,28.7
2017,경기도,안양시,27.24
2017,경기도,부천시,29.58
2017,경기도,광명시,29.08
2017,경기도,평택시,27.4
2017,경기도,동두천시,33.21
2017,경기도,안산시,29.67
2017,경기도,고양시,26.98
2017,경기도,과천시,23.37
2017,경기도,구리시,30.38
2017,경기도,남양주시,29.7
2017,경기도,오산시,33.81
2017,경기도,시흥시,30.16
2017,경기도,군포시,30.36
2017,경기도,의왕시,27.14
2017,경기도,하남시,30.33
2017,경기도,용인시,26.69
2017,경기도,파주시,28.92
2017,경기도,이천시,29.05
2017,경기도,안성시,27.97
2017,경기도,김포시,31.47
2017,경기도,화성시,29.48
2017,경기도,광주시,27.95
2017,경기도,양주시,29.83
2017,경기도,포천시,30.57
2017,경기도,여주시,26.98
2017,경기도,연천군,27.31
2017,경기도,가평군,27.37
2017,경기도,양평군,26.19
2017,강원도,춘천시,27.36
2017,강원도,원주시,30.45
2017,강원도,강릉시,26.32
2017,강원도,동해시,33.06
2017,강원도,태백시,28.58
2017,강원도,속초시,31.91
2017,강원도,삼척시,30.38
2017,강원도,홍천군,30.17
2017,강원도,횡성군,27.63
2017,강원도,영월군,31.64
2017,강원도,평창군,26.08
2017,강원도,정선군,25.06
2017,강원도,철원군,30.1
2017,강원도,화천군,28.27
2017,강원도,양구군,27.18
2017,강원도,인제군,33
2017,강원도,고성군,29.22
2017,강원도,양양군,29.27
2017,충청북도,청주시,32.89
2017,충청북도,청주시서원구,33.75
2017,충청북도,청주시청원구,33.33
2017,충청북도,충주시,30.05
2017,충청북도,제천시,30.26
2017,충청북도,보은군,28.82
2017,충청북도,옥천군,30.33
2017,충청북도,영동군,32.71
2017,충청북도,증평군,36.72
2017,충청북도,진천군,34.25
2017,충청북도,괴산군,30.23
2017,충청북도,음성군,28.84
2017,충청북도,단양군,25.93
2017,충청남도,천안시,30.04
2017,충청남도,공주시,32.94
2017,충청남도,보령시,31.48
2017,충청남도,아산시,31.3
2017,충청남도,서산시,31.23
2017,충청남도,논산시,31.66
2017,충청남도,계룡시,27.33
2017,충청남도,당진시,34.47
2017,충청남도,금산군,28.33
2017,충청남도,부여군,27.55
2017,충청남도,서천군,29.03
2017,충청남도,청양군,31.45
2017,충청남도,홍성군,25.11
2017,충청남도,예산군,27.88
2017,충청남도,태안군,34.45
2017,전라북도,전주시,29.31
2017,전라북도,군산시,31.51
2017,전라북도,익산시,30.21
2017,전라북도,정읍시,30.32
2017,전라북도,남원시,28.62
2017,전라북도,김제시,30.87
2017,전라북도,완주군,32.33
2017,전라북도,진안군,27.71
2017,전라북도,무주군,26.29
2017,전라북도,장수군,27.53
2017,전라북도,임실군,31.2
2017,전라북도,순창군,29.31
2017,전라북도,고창군,29.82
2017,전라북도,부안군,34.57
2017,전라남도,목포시,35.59
2017,전라남도,여수시,33.08
2017,전라남도,순천시,29.68
2017,전라남도,나주시,31.36
2017,전라남도,광양시,28.93
2017,전라남도,담양군,27.76
2017,전라남도,곡성군,29.06
2017,전라남도,구례군,31.4
2017,전라남도,고흥군,30.19
2017,전라남도,보성군,29.08
2017,전라남도,화순군,35.02
2017,전라남도,장흥군,25.17
2017,전라남도,강진군,34.83
2017,전라남도,해남군,33.35
2017,전라남도,영암군,31.76
2017,전라남도,무안군,33.06
2017,전라남도,함평군,32.4
2017,전라남도,영광군,34.25
2017,전라남도,장성군,32.74
2017,전라남도,완도군,32.46
2017,전라남도,진도군,32.34
2017,전라남도,신안군,30.8
2017,경상북도,포항시,25.2
2017,경상북도,경주시,27.92
2017,경상북도,김천시,26.78
2017,경상북도,안동시,27.82
2017,경상북도,구미시,29.91
2017,경상북도,영주시,28.09
2017,경상북도,영천시,27.22
2017,경상북도,상주시,29.24
2017,경상북도,문경시,28.72
2017,경상북도,경산시,29.67
2017,경상북도,군위군,23.8
2017,경상북도,의성군,27.5
2017,경상북도,청송군,26
2017,경상북도,영양군,29.8
2017,경상북도,영덕군,26.81
2017,경상북도,청도군,27.2
2017,경상북도,고령군,28.34
2017,경상북도,성주군,25.1
2017,경상북도,칠곡군,29.26
2017,경상북도,예천군,25.89
2017,경상북도,봉화군,25.49
2017,경상북도,울진군,29.29
2017,경상북도,울릉군,22.93
2017,경상남도,창원시,29.31
2017,경상남도,진주시,27.03
2017,경상남도,통영시,32.53
2017,경상남도,사천시,32.74
2017,경상남도,김해시,30.91
2017,경상남도,밀양시,31.52
2017,경상남도,거제시,29.49
2017,경상남도,양산시,31.29
2017,경상남도,의령군,31.33
2017,경상남도,함안군,32.28
